,CompoundName,SMILES,caymanID,casID,Formula
7809,KW 2449,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,22207,1000669-72-6,C20H20N4O
7810,p38 MAP Kinase Inhibitor IV,O=S(=O)(c1c(O)c(Cl)cc(Cl)c1Cl)c1c(O)c(Cl)cc(Cl)c1Cl,22219,1638-41-1,C12H4Cl6O4S
7811,Napabucasin,CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O,22255,83280-65-3,C14H8O4
7812,MBX-2982,CCc1cnc(N2CCC(c3nc(COc4ccc(-n5cnnn5)cc4)cs3)CC2)nc1,22206,1037792-44-1,C22H24N8OS
7813,BVT 2733,Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CC(=O)N2CCN(C)CC2)cs1,22203,376640-41-4,C17H21ClN4O3S2
7814,Diclofenac methyl ester,COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,22218,15307-78-5,C15H13Cl2NO2
7815,Remifentanil (hydrochloride),CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1.Cl,19291,132539-07-2,C20H29ClN2O5
7816,L-(-)-?-Methyldopa,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,21814,555-30-6,C10H13NO4
7817,Cyclopentyl fentanyl-d5 (hydrochloride),Cl.[2H]c1c([2H])c([2H])c(N(C(=O)C2CCCC2)C2CCN(CCc3ccccc3)CC2)c([2H])c1[2H],22391,2747917-30-0,C25H33ClN2O
7818,SCH 442416,COc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,22233,316173-57-6,C20H19N7O2
7819,DB07268,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,22257,929007-72-7,C17H15N5O2
7820,Preladenant,COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,22210,377727-87-2,C25H29N9O3
7821,Tetrahydrofuran fentanyl-d5 (hydrochloride),Cl.[2H]c1c([2H])c([2H])c(N(C(=O)C2CCCO2)C2CCN(CCc3ccccc3)CC2)c([2H])c1[2H],21935,2747915-27-9,C24H31ClN2O2
7822,Methoxyacetyl fentanyl-d5 (hydrochloride),Cl.[2H]c1c([2H])c([2H])c(N(C(=O)COC)C2CCN(CCc3ccccc3)CC2)c([2H])c1[2H],21830,2747915-26-8,C22H29ClN2O2
7823,Clonixin,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,22284,17737-65-4,C13H11ClN2O2
7824,Terazosin (hydrochloride),COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl,20216,63074-08-8,C19H26ClN5O4
7825,BMS 191011,O=c1oc(-c2ccc(C(F)(F)F)cc2)nn1Cc1cc(Cl)ccc1O,22299,202821-81-6,C16H10ClF3N2O3
7826,(R)-?-Valerolactone,C[C@@H]1CCC(=O)O1,20837,58917-25-2,C5H8O2
7827,PI-828,Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1,21811,942289-87-4,C19H18N2O3
7828,Primidone,CCC1(c2ccccc2)C(=O)NCNC1=O,19277,125-33-7,C12H14N2O2
7829,MEP-CHMICA,CCC[C@H](NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(=O)OC,21652,2749985-65-5,C22H30N2O3
7830,P2NP,C/C(=C\c1ccccc1)[N+](=O)[O-],22185,705-60-2,C9H9NO2
7831,meta-fluoro Methoxyacetyl fentanyl (hydrochloride),COCC(=O)N(c1cccc(F)c1)C1CCN(CCc2ccccc2)CC1.Cl,21740,2306825-32-9,C22H28ClFN2O2
7832,M2I-1,CC(C)CN(CC(C)C)c1ccc(C=C2C(=O)NC(=S)NC2=O)cc1[N+](=O)[O-],22297,312271-03-7,C19H24N4O4S
7833,Triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,22486,396-01-0,C12H11N7
7834,Testosterone Enanthate,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,22546,315-37-7,C26H40O3
7835,Flurazepam,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,16190,17617-23-1,C21H23ClFN3O
7836,Aloperine,C1=C2CCCN[C@H]2[C@@H]2C[C@H]1[C@H]1CCCCN1C2,22259,56293-29-9,C15H24N2
7837,Terreic Acid,CC1=C(O)C(=O)[C@@H]2O[C@@H]2C1=O,10010235,121-40-4,C7H6O4
7838,Dimethylenastron,CC1(C)CC(=O)C2=C(C1)NC(=S)NC2c1cccc(O)c1,22357,863774-58-7,C16H18N2O2S
7839,U-50488 (hydrochloride),CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1.Cl,19363,67197-96-0,C19H27Cl3N2O
7840,Ki20227,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)NC(C)c1nccs1,22258,623142-96-1,C24H24N4O5S
7841,IT-901,COc1cc(OC)c2ccccc2c1C=C1C(=O)NC(=S)NC1=O,22298,1584121-99-2,C17H14N2O4S
7842,Aminophylline,Cn1c(=O)c2nc[nH]c2n(C)c1=O.Cn1c(=O)c2nc[nH]c2n(C)c1=O.NCCN,22235,317-34-0,C16H24N10O4
7843,Cyclopropyl fentanyl-d5 (hydrochloride),Cl.[2H]c1c([2H])c([2H])c(N(C(=O)C2CC2)C2CCN(CCc3ccccc3)CC2)c([2H])c1[2H],22605,2747917-31-1,C23H29ClN2O
7844,"L-741,626",OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,22354,81226-60-0,C20H21ClN2O
7845,CAY10722,O=C(Cc1ccccc1)Nc1ccc2oc(-c3ccc(Cl)cc3Cl)nc2c1,22404,388086-13-3,C21H14Cl2N2O2
7846,2-Chloromethcathinone (hydrochloride),CNC(C)C(=O)c1ccccc1Cl.Cl,17744,90869-66-2,C10H13Cl2NO
7847,Ipragliflozin,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,22287,761423-87-4,C21H21FO5S
7848,BMS-8,Cc1c(COc2ccc(CN3CCCCC3C(=O)O)cc2Br)cccc1-c1ccccc1,22355,1675201-90-7,C27H28BrNO3
7849,4-Methylamphetamine (hydrochloride),Cc1ccc(CC(C)N)cc1.Cl,14215,41632-56-8,C10H16ClN
7850,Norcarfentanil (hydrochloride),CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCNCC1.Cl,19859,61085-87-8,C16H23ClN2O3
7851,Clostebol,C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,21168,1093-58-9,C19H27ClO2
7852,CAY10721,O=C(CSc1ncnc2c1oc1ccccc12)Nc1cccc(O)c1,22403,848688-62-0,C18H13N3O3S
7853,Hydroxy Varenicline,O=c1cnc2cc3c(cc2[nH]1)C1CNCC3C1,22388,357424-21-6,C13H13N3O
7854,3-Trifluoromethylamphetamine (hydrochloride),CC(N)Cc1cccc(C(F)(F)F)c1.Cl,22604,673-18-7,C10H13ClF3N
7855,Dextrorphan-d3 (tartrate),O=C(O)[C@H](O)[C@@H](O)C(=O)O.[2H]C([2H])([2H])N1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,15810,Dextrorphan-d3 (tartrate),C21H29NO7
7856,Eucalyptol,CC12CCC(CC1)C(C)(C)O2,22183,470-82-6,C10H18O
7857,Phenyl fentanyl (hydrochloride),Cl.O=C(c1ccccc1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,22551,2309383-16-0,C26H29ClN2O
7858,KIN-1400,Oc1c(C(Nc2nc3ccccc3s2)c2ccc(OC(F)F)cc2)ccc2cccnc12,22441,446826-86-4,C24H17F2N3O2S
7859,Benazeprilat,O=C(O)CN1C(=O)[C@@H](N[C@@H](CCc2ccccc2)C(=O)O)CCc2ccccc21,21796,86541-78-8,C22H24N2O5
7860,Grazoprevir,C=C[C@H]1C[C@@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,21816,1350514-68-9,C38H50N6O9S
7861,G10,O=C(NCc1ccco1)c1ccc2c(c1)N(Cc1c(F)cccc1Cl)C(=O)CS2,22353,702662-50-8,C21H16ClFN2O3S
7862,Testosterone Cypionate,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,22543,58-20-8,C27H40O3
7863,Nazartinib,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,22409,1508250-71-2,C26H31ClN6O2
7864,Testosterone Isocaproate,CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,22547,15262-86-9,C25H38O3
7865,Linoleoyl Phenylalaninee,CCCCC/C=C\C/C=C\CCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,20063,2441-64-7,C27H41NO3
7866,SNX-2112,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1,22359,908112-43-6,C23H27F3N4O3
7867,Methylclostebol,C[C@]12CCC(=O)C(Cl)=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,22448,5785-58-0,C20H29ClO2
7868,Testosterone Decanoate,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,22544,5721-91-5,C29H46O3
7869,Pitavastatin lactone,O=C1C[C@H](O)C[C@@H](/C=C/c2c(C3CC3)nc3ccccc3c2-c2ccc(F)cc2)O1,21785,141750-63-2,C25H22FNO3
7870,LCL-161,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,22420,1005342-46-0,C26H33FN4O3S
7871,PKF118-310,Cn1ncnc2c(=O)n(C)c(=O)nc1-2,22440,84-82-2,C7H7N5O2
7872,Vitamin D4,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CC[C@H](C)C(C)C)CC[C@@H]12,22471,511-28-4,C28H46O
7873,Aramchol,CCCCCCCCCCCCCCCCCCCC(=O)N[C@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](O)[C@@H]1[C@@H]2C[C@H](O)[C@]2(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]12,22478,246529-22-6,C44H79NO5
7874,GNE-617,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1,22463,1362154-70-8,C21H15F2N3O3S
7875,ML-329,NS(=O)(=O)c1ccc(NC2=CC(=O)c3ccccc3C2=O)cc1,22481,19992-50-8,C16H12N2O4S
7876,KIN1408,COc1ccc2sc(NC(c3ccc(OC(F)F)cc3)c3ccc4cccnc4c3O)nc2c1,21790,1903800-11-2,C25H19F2N3O3S
7877,TPI-1,O=C1C=CC(=O)C(c2cc(Cl)ccc2Cl)=C1,22480,79756-69-7,C12H6Cl2O2
7878,Dopamine (hydrochloride),Cl.NCCc1ccc(O)c(O)c1,21992,62-31-7,C8H12ClNO2
7879,PF-429242 (hydrochloride),CCN(CC)Cc1ccc(C(=O)N(CCc2ccccc2OC)[C@@H]2CCNC2)cc1.Cl.Cl,15140,2248666-66-0,C25H37Cl2N3O2
7880,CaCC(inh)-A01,CC(C)(C)C1CCc2c(sc(NC(=O)c3ccco3)c2C(=O)O)C1,21922,407587-33-1,C18H21NO4S
7881,Salvinorin A Carbamate,COC(=O)[C@@H]1C[C@H](OC(N)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,22245,858345-57-0,C22H27NO8
7882,Furanyl fentanyl 3-furancarboxamide isomer-d5 (hydrochloride),Cl.[2H]c1c([2H])c([2H])c(N(C(=O)c2ccoc2)C2CCN(CCc3ccccc3)CC2)c([2H])c1[2H],21934,2747918-00-7,C24H27ClN2O2
7883,Acrylfentanyl-d5 (hydrochloride),Cl.[2H]c1c([2H])c([2H])c(N(C(=O)C=C)C2CCN(CCc3ccccc3)CC2)c([2H])c1[2H],21828,2749419-54-1,C22H27ClN2O
7884,Cyclobutyl fentanyl-d5 (hydrochloride),Cl.[2H]c1c([2H])c([2H])c(N(C(=O)C2CCC2)C2CCN(CCc3ccccc3)CC2)c([2H])c1[2H],22425,2747915-32-6,C24H31ClN2O
7885,CC-930,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,22466,899805-25-5,C21H23F3N6O2
7886,O-Desmethyl Metoprolol,CC(C)NCC(O)COc1ccc(CCO)cc1,21787,62572-94-5,C14H23NO3
7887,DM1-SMe,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCSSC)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,22477,138148-68-2,C36H50ClN3O10S2
7888,PD 166866,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,22464,192705-79-6,C20H24N6O3
7889,GJ-103 (sodium salt),COc1cccc(-n2c(SCC(=O)[O-])nnc2-c2ccccn2)c1.[Na+],22482,1459687-96-7,C16H13N4NaO3S
7890,PF-1163B,CCCCC[C@@H]1CC[C@H](C)CCCCC(=O)N(C)[C@@H](Cc2ccc(OCCO)cc2)C(=O)O1,22066,258871-60-2,C27H43NO5
7891,Triazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,22577,28911-01-5,C17H12Cl2N4
7892,13-Methylberberine (chloride),COc1ccc2c(C)c3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],21154,54260-72-9,C21H20ClNO4
7893,6?-Naloxol,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](O)CC[C@@]3(O)[C@H]1C5,22148,53154-12-4,C19H23NO4
7894,Antimycin A2,CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CCC,21997,27220-57-1,C27H38N2O9
7895,Benzomalvin C,CN1C(=O)c2ccccc2-n2c(nc3ccccc3c2=O)[C@@]12O[C@@H]2c1ccccc1,22064,157047-98-8,C24H17N3O3
7896,Moroxydine (hydrochloride),Cl.N=C(N)NC(=N)N1CCOCC1,21647,3160-91-6,C6H14ClN5O
7897,Mertansine,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCS)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,22483,139504-50-0,C35H48ClN3O10S
7898,Des-4-fluorobenzyl Mosapride,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CNCCO1,22157,152013-26-8,C14H20ClN3O3
7899,Antimycin A3,CCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,21998,522-70-3,C26H36N2O9
7900,MPC-3100,C[C@H](O)C(=O)N1CCC(CCn2c(Sc3cc4c(cc3Br)OCO4)nc3c(N)ncnc32)CC1,22496,958025-66-6,C22H25BrN6O4S
7901,AZD 3147,C[C@H]1COCCN1c1cc(C2(S(=O)(=O)C3CC3)CC2)nc(-c2ccc(NC(=S)NCCO)cc2)n1,22474,1101810-02-9,C24H31N5O4S2
7902,ML-00253764 (hydrochloride),COc1ccc(Br)cc1CCc1c(F)cccc1C1=NCCN1.Cl,22473,1706524-94-8,C18H19BrClFN2O
7903,Sodium Ionophore III,O=C(COc1ccccc1OCC(=O)N(C1CCCCC1)C1CCCCC1)N(C1CCCCC1)C1CCCCC1,22465,81686-22-8,C34H52N2O4
7904,NMS-E973,CN1CCC(NC(=O)c2cc(-c3c(O)cc(O)cc3Oc3ccc([N+](=O)[O-])cc3)on2)CC1,22352,1253584-84-7,C22H22N4O7
7905,Nifurtimox,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,21784,23256-30-6,C10H13N3O5S
7906,Naphthol AS-BI-Phosphate,COc1ccccc1NC(=O)c1cc2cc(Br)ccc2cc1OP(=O)(O)O,21845,1919-91-1,C18H15BrNO6P
7907,Lasofoxifene,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,21754,180916-16-9,C28H31NO2
7908,HJC0152 (hydrochloride),Cl.NCCOc1ccc(Cl)cc1C(=O)Nc1ccc([N+](=O)[O-])cc1Cl,22351,1420290-99-8,C15H14Cl3N3O4
7909,Finafloxacin (hydrochloride),Cl.N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,22410,209342-41-6,C20H20ClFN4O4
7910,9-Amino-6-chloro-2-methoxyacridine,COc1ccc2nc3cc(Cl)ccc3c(N)c2c1,22439,3548-09-2,C14H11ClN2O
7911,Glycohyodeoxycholic Acid,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,22643,13042-33-6,C26H43NO5
7912,Ansatrienin B,CO[C@H]1/C=C/C=C/C=C/C[C@H](OC(=O)[C@@H](C)NC(=O)C2CCCCC2)[C@H](C)[C@@H](O)/C(C)=C\CCc2cc(O)cc(c2O)NC(=O)C1,21996,82189-04-6,C36H50N2O8
7913,Antimycin A4,CCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CCC,21999,27220-59-3,C25H34N2O9
7914,Duclauxin,CO[C@@]12c3c(C)cc(O)c4c(=O)occ(c34)C(=O)[C@@H]1[C@]13COC(=O)c4c(O)cc(C)c(c41)C(=O)[C@H]2C3OC(C)=O,22068,1732-37-2,C29H22O11
7916,Ansatrienin A,CO[C@H]1/C=C/C=C/C=C/C[C@H](OC(=O)[C@@H](C)NC(=O)C2CCCCC2)[C@H](C)[C@@H](O)/C(C)=C\CCC2=CC(=O)C=C(NC(=O)C1)C2=O,21995,82189-03-5,C36H48N2O8
7917,Paclitaxel-d5,[2H]c1c([2H])c([2H])c(C(=O)N[C@@H](c2ccccc2)[C@@H](O)C(=O)O[C@H]2C[C@@]3(O)[C@@H](OC(=O)c4ccccc4)[C@@H]4[C@]5(OC(C)=O)CO[C@@H]5C[C@H](O)[C@@]4(C)C(=O)[C@H](OC(C)=O)C(=C2C)C3(C)C)c([2H])c1[2H],22092,1129540-33-5,C47H51NO14
7918,Andrastin A,COC(=O)[C@@]12C(=O)C(C)C(=O)[C@]1(C)C(C)=C[C@H]1[C@]3(C=O)CC[C@H](OC(C)=O)C(C)(C)[C@H]3CC[C@@]12C,22067,174232-42-9,C28H38O7
7919,4-ANPP-d5,[2H]c1c([2H])c([2H])c(NC2CCN(CCc3ccccc3)CC2)c([2H])c1[2H],19232,1189466-15-6,C19H24N2
7921,Bosentan-d4,[2H]C([2H])(O)C([2H])([2H])Oc1nc(-c2ncccn2)nc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1Oc1ccccc1OC,22097,1065472-77-6,C27H29N5O6S
7922,2-hydroxy Lignoceric Acid,CCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)O,22680,544-57-0,C24H48O3
7923,Erlotinib-d6 (hydrochloride),Cl.[2H]C([2H])([2H])OCCOc1cc2ncnc(Nc3cccc(C#C)c3)c2cc1OCCOC([2H])([2H])[2H],22101,1189953-78-3,C22H24ClN3O4
7924,C30 (?-hydroxy) Ceramide (d18:1/30:0),CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,22688,457100-08-2,C48H95NO4
7925,Milbemectin,CC1=C[C@H]2C(=O)O[C@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@H]([C@@H]1O)[C@@]42O)O[C@@]1(CC[C@H](C)[C@@H](C)O1)C3.CC[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,22003,1799297-76-9,C63H90O14
7926,Bassianolide,CC(C)C[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)O[C@@H](C(C)C)C(=O)N1C,22001,64763-82-2,C48H84N4O12
7927,7-hydroxy Warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccc(O)cc2oc1=O,900672,17834-03-6,C19H16O5
7928,Dexamethasone-d4,[2H]C1=C2C([2H])C[C@H]3[C@@H]4C[C@@H](C)[C@](O)(C(=O)C([2H])([2H])O)[C@@]4(C)C[C@H](O)[C@]3(F)[C@@]2(C)C=CC1=O,22100,2483831-63-4,C22H29FO5
7929,D-threo-PPMP,CCCCCCCCCCCCCCCC(=O)N[C@H](CN1CCOCC1)[C@H](O)c1ccccc1.Cl,22677,139889-65-9,C29H51ClN2O3
7930,(+)-D-threo-PDMP (hydrochloride),CCCCCCCCCC(=O)N[C@H](CN1CCOCC1)[C@H](O)c1ccccc1.Cl,10178,139889-62-6,C23H39ClN2O3
7931,C6 Biotin Ceramide (d18:1/6:0),CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(=O)CCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,9000415,192070-02-3,C34H62N4O5S
7932,Citalopram-d4 (hydrobromide),Br.[2H]c1c([2H])c(C2(CCCN(C)C)OCc3cc(C#N)ccc32)c([2H])c([2H])c1F,22102,1219803-58-3,C20H22BrFN2O
7933,Montelukast-d6 (sodium salt),[2H]C([2H])([2H])C(O)(c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1)C([2H])([2H])[2H].[Na+],22180,2673270-26-1,C35H35ClNNaO3S
7934,Risperidone E-oxime,Cc1nc2n(c(=O)c1CCN1CCC(/C(=N\O)c3ccc(F)cc3F)CC1)CCCC2,22156,691007-09-7,C23H28F2N4O2
7935,4'-O-methyl Quercetin,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,22406,603-61-2,C16H12O7
7936,SAHA-d5,[2H]c1c([2H])c([2H])c(NC(=O)CCCCCCC(=O)NO)c([2H])c1[2H],22107,1132749-48-4,C14H20N2O3
7937,6?-hydroxy Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](O)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,22099,55879-47-5,C22H29FO6
7938,Dapsone-d8,[2H]c1c([2H])c(S(=O)(=O)c2c([2H])c([2H])c(N)c([2H])c2[2H])c([2H])c([2H])c1N,22113,557794-38-4,C12H12N2O2S
7939,1'-hydroxy Bufuralol,CC(O)c1cccc2cc(C(O)CNC(C)(C)C)oc12,22160,57704-16-2,C16H23NO3
7940,6-hydroxy Warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2cc(O)ccc2oc1=O,9000632,17834-02-5,C19H16O5
7941,Cyclophosphamide-d4,[2H]C1([2H])COP(=O)(N(CCCl)CCCl)NC1([2H])[2H],22114,173547-45-0,C7H15Cl2N2O2P
7942,Sucralose-d6,[2H]C([2H])(O)[C@H]1O[C@H](O[C@]2(C([2H])([2H])Cl)O[C@H](C([2H])([2H])Cl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,22176,1459161-55-7,C12H19Cl3O8
7943,Tolmetin ?-D-Glucuronide,Cc1ccc(C(=O)c2ccc(CC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2C)cc1,22161,71595-19-2,C21H23NO9
7944,Tyrothricin,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C.CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,22177,1404-88-2,C165H227N33O30
7945,847949-49-9,Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,22365,847949-49-9,C21H22ClFN4O3
7946,Hydrochlorothiazide Impurity C,NS(=O)(=O)c1cc2c(cc1Cl)N(CNS(=O)(=O)c1cc3c(cc1Cl)NCNS3(=O)=O)CNS2(=O)=O,22384,402824-96-8,C15H16Cl2N6O8S4
7947,Hydroxy Bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)CO)cc2)nc(-c2ncccn2)nc1OCCO,22366,253688-60-7,C27H29N5O7S
7948,CH5138303,NC(=O)CCCSc1nc(N)nc(-c2c(Cl)cc3c4c(cccc24)COC3)n1,22417,959763-06-5,C19H18ClN5O2S
7949,Cercosporin,COc1c(O)c2c(=O)cc3c4c5c(cc(O)c6c(=O)c(OC)c(CC(C)O)c(c(c1CC(C)O)c24)c65)OCO3,22175,35082-49-6,C29H26O10
7950,Quinidine N-oxide,C=C[C@H]1C[N@+]2([O-])CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,22381,70116-00-6,C20H24N2O3
7951,meta-Fluoxetine (hydrochloride),CNCCC(Oc1cccc(C(F)(F)F)c1)c1ccccc1.Cl,22158,79088-29-2,C17H19ClF3NO
7952,Sulochrin,COC(=O)c1cc(O)cc(OC)c1C(=O)c1c(O)cc(C)cc1O,21797,519-57-3,C17H16O7
7953,Posaconazole-d5,[2H]C([2H])([2H])C([2H])([2H])[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,22376,2649530-57-2,C37H42F2N8O4
