,CompoundName,casID,selleckID,Formula,SMILES
2021,L-Pyroglutamic acid,98-79-3,S5823,C5H7NO3,OC(=O)C1CCC(=O)N1
2022,Citronellyl acetate,150-84-5,S5827,C12H22O2,CC(CCOC(C)=O)CCC=C(C)C
2023,L-Xylose,609-06-3,S5830,C5H10O5,OCC(O)C(O)C(O)C=O
2024,Cabergoline,81409-90-7,S5842,C26H37N5O2,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=C[NH]C4=C3C2=CC=C4)N(CC=C)C1
2025,Cinitapride Hydrogen Tartrate,1207859-16-2,S5843,C25H36N4O10,CCOC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+]([O-])=O)N.OC(C(O)C(O)=O)C(O)=O
2026,Ethacrynate Sodium,6500-81-8,S5847,C13H11Cl2NaO4,[Na+].CCC(=C)C(=O)C1=C(Cl)C(=C(OCC([O-])=O)C=C1)Cl
2027,Frovatriptan Succinate,158930-09-7,S5848,C18H23N3O5,CNC1CCC2=C(C1)C3=C([NH]2)C=CC(=C3)C(N)=O.OC(=O)CCC(O)=O
2028,Xylometazoline,526-36-3,S5854,C16H24N2,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C
2029,Trazodone,19794-93-5,S5857,C19H22ClN5O,ClC1=CC(=CC=C1)N2CCN(CCCN3N=C4C=CC=CN4C3=O)CC2
2030,Vilazodone,163521-12-8,S5858,C26H27N5O2,NC(=O)C1=CC2=C(O1)C=CC(=C2)N3CCN(CCCCC4=C[NH]C5=C4C=C(C=C5)C#N)CC3
2031,Sancycline,808-26-4,S5859,C21H22N2O7,CN(C)C1C2CC3CC4=C(C(=CC=C4)O)C(=O)C3=C(O)C2(O)C(=O)C(=C1O)C(N)=O
2032,Lercanidipine,100427-26-7,S5861,C36H41N3O6,COC(=O)C1=C(C)NC(=C(C1C2=CC=CC(=C2)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C3=CC=CC=C3)C4=CC=CC=C4)C
2033,Metoclopramide,364-62-5,S5862,C14H22ClN3O2,CCN(CC)CCNC(=O)C1=C(OC)C=C(N)C(=C1)Cl
2034,Metronidazole Benzoate,13182-89-3,S5863,C13H13N3O4,CC1=NC=C([N]1CCOC(=O)C2=CC=CC=C2)[N+]([O-])=O
2035,DL-Menthol,89-78-1,S5868,C10H20O,CC(C)C1CCC(C)CC1O
2036,Cortisone,53-06-5,S5869,C21H28O5,CC12CCC(=O)C=C1CCC3C4CCC(O)(C(=O)CO)C4(C)CC(=O)C23
2037,Trans-Tranilast,70806-55-2,S5871,C18H17NO5,COC1=C(OC)C=C(\C=C\C(=O)NC2=C(C=CC=C2)C(O)=O)C=C1
2038,Estradiol dipropionate,113-38-2,S5872,C24H32O4,CCC(=O)OC1CCC2C3CCC4=C(C=CC(=C4)OC(=O)CC)C3CCC12C
2039,Scopolamine HBr trihydrate,6533-68-2,S5873,C17H28BrNO7,O.O.O.Br.CN1C2CC(CC1C3OC23)OC(=O)C(CO)C4=CC=CC=C4
2040,D-Carnitine hydrochloride,10017-44-4,S5874,C7H16ClNO3,[Cl-].C[N+](C)(C)CC(O)CC(O)=O
2041,Hodostin,51-60-5,S5886,C13H22N2O6S,CO[S]([O-])(=O)=O.CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C
2042,Khellin,82-02-0,S5887,C14H12O5,COC1=C2OC(=CC(=O)C2=C(OC)C3=C1OC=C3)C
2043,Edrophonium chloride,116-38-1,S5900,C10H16ClNO,[Cl-].CC[N+](C)(C)C1=CC=CC(=C1)O
2044,Canagliflozin hemihydrate,928672-86-0,S5901,C48H52F2O11S2,O.CC1=C(CC2=CC=C(S2)C3=CC=C(F)C=C3)C=C(C=C1)C4OC(CO)C(O)C(O)C4O.CC5=C(CC6=CC=C(S6)C7=CC=C(F)C=C7)C=C(C=C5)C8OC(CO)C(O)C(O)C8O
2045,Anagliptin,739366-20-2,S5909,C19H25N7O2,CC1=N[N]2C=C(C=NC2=C1)C(=O)NCC(C)(C)NCC(=O)N3CCCC3C#N
2046,Bictegravir,1611493-60-7,S5911,C21H18F3N3O5,OC1=C2N(CC3OC4CCC(C4)N3C2=O)C=C(C(=O)NCC5=C(F)C=C(F)C=C5F)C1=O
2047,Cyclopentolate Hydrochloride,5870-29-1,S5921,C17H26ClNO3,Cl.CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(O)CCCC2
2048,Celiprolol hydrochloride,57470-78-7,S5923,C20H34ClN3O4,Cl.CCN(CC)C(=O)NC1=CC(=C(OCC(O)CNC(C)(C)C)C=C1)C(C)=O
2049,Olanexidine Hydrochloride semihydrate,218282-71-4,S5924,C17H29Cl3N5O0.5,Cl.CCCCCCCCNC(=N)NC(=N)NCC1=CC=C(Cl)C(=C1)Cl
2050,Olodaterol hydrochloride,869477-96-3,S5925,C21H27ClN2O5,Cl.COC1=CC=C(CC(C)(C)NCC(O)C2=C3OCC(=O)NC3=CC(=C2)O)C=C1
2051,Pitolisant hydrochloride,903576-44-3,S5926,C17H27Cl2NO,Cl.ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1
2052,Proguanil,500-92-5,S5927,C11H16ClN5,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1
2053,Alvimopan,156053-89-3,S5935,C25H32N2O4,CC1CN(CCC1(C)C2=CC=CC(=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(O)=O
2054,Cefazolin,25953-19-9,S5936,C14H14N8O4S3,CC1=NN=C(SCC2=C(N3C(SC2)C(NC(=O)C[N]4C=NN=N4)C3=O)C(O)=O)S1
2055,Benazepril,86541-75-5,S5938,C24H28N2O5,CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=C(C=CC=C3)N(CC(O)=O)C2=O
2056,Bendamustine (SDX105),16506-27-7,S5939,C16H21Cl2N3O2,C[N]1C(=NC2=C1C=CC(=C2)N(CCCl)CCCl)CCCC(O)=O
2057,Bepotastine,125602-71-3,S5940,C21H25ClN2O3,OC(=O)CCCN1CCC(CC1)OC(C2=CC=C(Cl)C=C2)C3=CC=CC=N3
2058,Bromhexine,3572-43-8,S5943,C14H20Br2N2,CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2
2059,Butenafine,101828-21-1,S5944,C23H27N,CN(CC1=CC=C(C=C1)C(C)(C)C)CC2=CC=CC3=C2C=CC=C3
2060,Amodiaquine,86-42-0,S5948,C20H22ClN3O,CCN(CC)CC1=CC(=CC=C1O)NC2=CC=NC3=C2C=CC(=C3)Cl
2061,Fingolimod,162359-55-9,S5950,C19H33NO2,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
2062,Cefoxitin,35607-66-0,S5951,C16H17N3O7S2,COC1(NC(=O)CC2=CC=CS2)C3SCC(=C(N3C1=O)C(O)=O)COC(N)=O
2063,Baloxavir marboxil,1985606-14-1,S5952,C27H23F2N3O7S,COC(=O)OCOC1=C2N(C=CC1=O)N(C3COCCN3C2=O)C4C5=C(CSC6=C4C=CC=C6)C(=C(F)C=C5)F
2064,Ataluren (PTC124),775304-57-9,S6003,C15H9FN2O3,OC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C3=CC=CC=C3F
2065,Imidazole,288-32-4,S6006,C3H4N2,[NH]1C=CN=C1
2066,Bisphenol A,80-05-7,S6007,C15H16O2,CC(C)(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2
2067,Sodium L-lactate,867-56-1,S6010,C3H5NaO3,[Na+].CC(O)C([O-])=O
2068,Acetamide,60-35-5,S6011,C2H5NO,CC(N)=O
2069,Isonicotinic acid,55-22-1,S6014,C6H5NO2,OC(=O)C1=CC=NC=C1
2070,Benzylcetyldimethylammonium chloride hydrate,122-18-9,S6015,C25H46ClN,[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
2071,2-Naphthol,135-19-3,S6035,C10H8O,OC1=CC=C2C=CC=CC2=C1
2072,Dibutyl sebacate,109-43-3,S6041,C18H34O4,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
2073,Lactose,63-42-3,S6047,C12H22O11,OCC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C=O
2074,(+)-(S)-Carvone,2244-16-8,S6049,C10H14O,CC(=C)C1CC=C(C)C(=O)C1
2075,Saccharin sodium salt hydrate,82385-42-0,S6052,C7H4NNaO3S.xH2O,[Na+].O=C1[N-][S](=O)(=O)C2=C1C=CC=C2
2076,Phenylglyoxylic acid,611-73-4,S6053,C8H6O3,OC(=O)C(=O)C1=CC=CC=C1
2077,(S)-(−)-Limonene,5989-54-8,S6055,C10H16,CC(=C)C1CCC(=CC1)C
2078,β-Caryophyllene,87-44-5,S6058,C15H24,CC/1=C\CCC(=C)C2CC(C)(C)C2CC1
2079,Congo Red,573-58-0,S6065,C32H22N6Na2O6S2,[Na+].[Na+].NC1=C2C=CC=CC2=C(C=C1N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=CC(=C6C=CC=CC6=C5N)[S]([O-])(=O)=O)[S]([O-])(=O)=O
2080,"2,4-dichlorobenzyl alcohol",1777-82-8,S6067,C7H6Cl2O,OCC1=C(Cl)C=C(Cl)C=C1
2081,Doxycycline monohydrate,17086-28-1,S6068,C22H26N2O9,O.CC1C2C(O)C3C(N(C)C)C(=C(C(N)=O)C(=O)C3(O)C(=C2C(=O)C4=C1C=CC=C4O)O)O
2082,Diclofenac acid,15307-86-5,S6073,C14H11Cl2NO2,OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1
2083,2-Methylhexanoic acid,4536-23-6,S6079,C7H14O2,CCCCC(C)C(O)=O
2084,(±)-α-Tocopherol,10191-41-0,S6104,C29H50O2,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(C)C(=C(C)C(=C2O1)C)O
2085,Pyridoxal 5′-phosphate hydrate,853645-22-4,S6115,C8H10NO6P.xH2O,CC1=NC=C(CO[P](O)(O)=O)C(=C1O)C=O
2086,Terpinen-4-ol,562-74-3,S6118,C10H18O,CC(C)C1(O)CCC(=CC1)C
2087,Maltotriose,1109-28-0,S6121,C18H32O16,OCC1OC(OC2C(O)C(O)C(OC2CO)OC3C(O)C(O)C(O)OC3CO)C(O)C(O)C1O
2088,(±)-α-Bisabolol,515-69-5,S6136,C15H26O,CC(C)=CCCC(C)(O)C1CCC(=CC1)C
2089,Acid Red 27,915-67-3,S6152,C20H11N2Na3O10S3,[Na+].[Na+].[Na+].OC1=C(C=C2C=C(C=CC2=C1N=NC3=C4C=CC=CC4=C(C=C3)[S]([O-])(=O)=O)[S]([O-])(=O)=O)[S]([O-])(=O)=O
2090,Brucine sulfate heptahydrate,60583-39-3,S6172,C46H68N4O19S,O.O.O.O.O.O.O.COC1=CC2=C(C=C1OC)C34CCN5CC6=CCOC7CC(=O)N2C3C7C6CC45.COC8=CC9=C(C=C8OC)C%10%11CCN%12CC%13=CCOC%14CC(=O)N9C%10C%14C%13CC%11%12.O[S](O)(=O)=O
2091,Amylmetacresol,1300-94-3,S6173,C12H18O,CCCCCC1=C(O)C=C(C)C=C1
2092,p-Toluenesulfonic acid monohydrate,6192-52-5,S6188,C7H10O4S,O.CC1=CC=C(C=C1)[S](O)(=O)=O
2093,Acid Yellow 36,587-98-4,S6189,C18H14N3NaO3S,[Na+].[O-][S](=O)(=O)C1=CC(=CC=C1)N=NC2=CC=C(NC3=CC=CC=C3)C=C2
2094,Dimethylamine hydrochloride,506-59-2,S6197,C2H8ClN,Cl.CNC
2095,Butylated hydroxytoluene,128-37-0,S6202,C15H24O,CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
2096,Levulinic acid,123-76-2,S6207,C5H8O3,CC(=O)CCC(O)=O
2097,Ethanolamine hydrochloride,2002-24-6,S6210,C2H8ClNO,Cl.NCCO
2098,Phthalic acid,88-99-3,S6215,C8H6O4,OC(=O)C1=CC=CC=C1C(O)=O
2099,o-Toluic acid,118-90-1,S6217,C8H8O2,CC1=C(C=CC=C1)C(O)=O
2100,Sodium lauryl sulfate,151-21-3,S6218,C12H25NaO4S,[Na+].CCCCCCCCCCCCO[S]([O-])(=O)=O
2101,Methyl cinnamate,103-26-4,S6221,C10H10O2,COC(=O)/C=C/C1=CC=CC=C1
2102,Triethyl citrate,77-93-0,S6223,C12H20O7,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
2103,Methyl nicotinate,93-60-7,S6231,C7H7NO2,COC(=O)C1=CC=CN=C1
2104,Methylamine hydrochloride,593-51-1,S6232,CH6ClN,Cl.CN
2105,Tartaric acid,87-69-4,S6233,C4H6O6,OC(C(O)C(O)=O)C(O)=O
2106,Pentadecanoic acid,1002-84-2,S6234,C15H30O2,CCCCCCCCCCCCCCC(O)=O
2107,Sodium dehydroacetate,4418-26-2,S6235,C8H7NaO4,[Na+].CC(=O)C1=C([O-])C=C(C)OC1=O
2108,L-Lactic acid,79-33-4,S6250,C3H6O3,CC(O)C(O)=O
2109,Terephthalic acid,100-21-0,S6251,C8H6O4,OC(=O)C1=CC=C(C=C1)C(O)=O
2110,N-Acetylglucosamine,7512-17-6,S6257,C8H15NO6,CC(=O)NC(C=O)C(O)C(O)C(O)CO
2111,"1,2-Propanediol",57-55-6,S6258,C3H8O2,CC(O)CO
2112,Ammonium formate,540-69-2,S6262,CH5NO2,NOC=O
2113,Rutin hydrate,207671-50-9,S6264,C27H30O16.xH2O,CC1OC(OCC2OC(OC3=C(OC4=C(C(=CC(=C4)O)O)C3=O)C5=CC(=C(O)C=C5)O)C(O)C(O)C2O)C(O)C(O)C1O
2114,Glycolic acid,79-14-1,S6272,C2H4O3,OCC(O)=O
2115,(−)-β-Pinene,18172-67-3,S6275,C10H16,CC1(C)C2CCC(=C)C1C2
2116,Sodium Thiocyanate,540-72-7,S6281,CNNaS,[Na]SC#N
2117,Tetraethylammonium bromide,71-91-0,S6284,C8H20BrN,[Br-].CC[N+](CC)(CC)CC
2118,Chlorhexidine diacetate,56-95-1,S6288,C26H38Cl2N10O4,CC(O)=O.CC(O)=O.ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
2119,Octanoic acid,124-07-2,S6296,C8H16O2,CCCCCCCC(O)=O
2120,N-Acetyl-L-tyrosine,537-55-3,S6316,C11H13NO4,CC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O
2121,5-Methoxytryptamine,608-07-1,S6324,C11H14N2O,COC1=CC2=C([NH]C=C2CCN)C=C1
2122,Ethyl maltol,4940-11-8,S6335,C7H8O3,CCC1=C(O)C(=O)C=CO1
2123,Glycerol Tri-n-octanoate,538-23-8,S6342,C27H50O6,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC
2124,D-Glucuronic acid,6556-12-3,S6343,C6H10O7,OC(C=O)C(O)C(O)C(O)C(O)=O
2125,L-(+)-Arabinose,5328-37-0,S6346,C5H10O5,OCC(O)C(O)C(O)C=O
2126,Glucosamine,3416-24-8,S6400,C6H13NO5,NC(C=O)C(O)C(O)C(O)CO
2127,2-Aminoethanethiol,60-23-1,S6402,C2H7NS,NCCS
2128,Chloramine-T,127-65-1,S6403,C7H7ClNNaO2S,CC1=CC=C(C=C1)[S](=O)(=O)N([Na])Cl
2129,Salicylamide,65-45-2,S6404,C7H7NO2,NC(=O)C1=C(O)C=CC=C1
2130,Octisalate,118-60-5,S6405,C15H22O3,CCCCC(CC)COC(=O)C1=C(O)C=CC=C1
2131,Tulobuterol hydrochloride,56776-01-3,S6407,C12H19Cl2NO,Cl.CC(C)(C)NCC(O)C1=C(Cl)C=CC=C1
2132,Hexetidine,141-94-6,S6408,C21H45N3,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
2133,Zucapsaicin,25775-90-0,S6409,C18H27NO3,COC1=C(O)C=CC(=C1)CNC(=O)CCCC\C=C/C(C)C
2134,Clemizole,442-52-4,S6410,C19H20ClN3,ClC1=CC=C(C[N]2C(=NC3=C2C=CC=C3)CN4CCCC4)C=C1
2135,Nimorazole,6506-37-2,S6411,C9H14N4O3,[O-][N+](=O)C1=CN=C[N]1CCN2CCOCC2
2136,Diroximel Fumarate,1577222-14-0,S6421,C11H13NO6,COC(=O)\C=C\C(=O)OCCN1C(=O)CCC1=O
2137,Cevimeline HCl hemihydrate,153504-70-2,S6432,C10H18ClNOS.1/2H2O,Cl.CC1OC2(CS1)CN3CCC2CC3
2138,Udenafil,268203-93-6,S6433,C25H36N6O4S,CCCOC1=CC=C(C=C1C2=NC(=O)C3=C(N2)C(=N[N]3C)CCC)[S](=O)(=O)NCCC4CCCN4C
2139,Mequitazine,29216-28-2,S6435,C20H22N2S,C1CN2CCC1C(C2)CN3C4=C(SC5=C3C=CC=C5)C=CC=C4
2140,Talniflumate,66898-62-2,S6439,C21H13F3N2O4,FC(F)(F)C1=CC(=CC=C1)NC2=C(C=CC=N2)C(=O)OC3OC(=O)C4=C3C=CC=C4
2141,Halazone,80-13-7,S6440,C7H5Cl2NO4S,OC(=O)C1=CC=C(C=C1)[S](=O)(=O)N(Cl)Cl
2142,Riboflavin Tetrabutyrate,752-56-7,S6441,C33H44N4O10,CCCC(=O)OCC(OC(=O)CCC)C(OC(=O)CCC)C(CN1C2=C(C=C(C)C(=C2)C)N=C3C(=O)NC(=O)N=C13)OC(=O)CCC
2143,Chlorphenesin,104-29-0,S6442,C9H11ClO3,OCC(O)COC1=CC=C(Cl)C=C1
2144,Chromium picolinate,14639-25-9,S6443,C18H12CrN3O6,[Cr+3]|1|2|3(|[O-]C(=O)C4=N|1C=CC=C4)(|[O-]C(=O)C5=N|2C=CC=C5)|[O-]C(=O)C6=N|3C=CC=C6
2145,Triclocarban,101-20-2,S6444,C13H9Cl3N2O,ClC1=CC=C(NC(=O)NC2=CC=C(Cl)C(=C2)Cl)C=C1
2146,Carazolol,57775-29-8,S6447,C18H22N2O2,CC(C)NCC(O)COC1=CC=CC2=C1C3=C([NH]2)C=CC=C3
2147,Ibuprofen piconol,64622-45-3,S6448,C19H23NO2,CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC2=NC=CC=C2
2148,Apronal,528-92-7,S6450,C9H16N2O2,CC(C)C(CC=C)C(=O)NC(N)=O
2149,Delavirdine mesylate,147221-93-0,S6452,C23H32N6O6S2,CC(C)NC1=CC=CN=C1N2CCN(CC2)C(=O)C3=CC4=C([NH]3)C=CC(=C4)N[S](C)(=O)=O.C[S](O)(=O)=O
2150,Bicyclol,118159-48-1,S6453,C19H18O9,COC(=O)C1=CC(=C2OCOC2=C1C3=C4OCOC4=C(OC)C=C3CO)OC
2151,Docosahexaenoic Acid,6217-54-5,S6454,C22H32O2,CC\C=C/C/C=C\C\C=C/C/C=C\C\C=C/C/C=C\CCC(O)=O
2152,Clebopride malate,57645-91-7,S6455,C24H30ClN3O7,COC1=C(C=C(Cl)C(=C1)N)C(=O)NC2CC[NH+](CC2)CC3=CC=CC=C3.OC(CC(O)=O)C([O-])=O
2153,Glycyrrhetinic acid,1449-05-4,S6456,C30H46O4,CC1(C)C(O)CCC2(C)C1CCC3(C)C2C(=O)C=C4C5CC(C)(CCC5(C)CCC34C)C(O)=O
2154,Flurbiprofen Axetil,91503-79-6,S6457,C19H19FO4,CC(OC(C)=O)OC(=O)C(C)C1=CC=C(C(=C1)F)C2=CC=CC=C2
2155,Nifurtimox,23256-30-6,S6459,C10H13N3O5S,CC1C[S](=O)(=O)CCN1\N=C\C2=CC=C(O2)[N+]([O-])=O
2156,Permethrin,52645-53-1,S6461,C21H20Cl2O3,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3
2157,Amezinium (methylsulfate),30578-37-1,S6462,C12H15N3O5S,COC1=[N+](N=CC(=C1)N)C2=CC=CC=C2.CO[S]([O-])(=O)=O
2158,Tafamidis,594839-88-0,S6465,C14H7Cl2NO3,OC(=O)C1=CC=C2N=C(OC2=C1)C3=CC(=CC(=C3)Cl)Cl
2159,Fosfluconazole,194798-83-9,S6467,C13H13F2N6O4P,O[P](O)(=O)OC(C[N]1C=NC=N1)(C[N]2C=NC=N2)C3=C(F)C=C(F)C=C3
2160,Trandolapril,87679-37-6,S6468,C24H34N2O5,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(O)=O
2161,Thonzylamine,91-85-0,S6469,C16H22N4O,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1
2162,Fluralaner,864731-61-3,S6470,C22H17Cl2F6N3O3,CC1=CC(=CC=C1C(=O)NCC(=O)NCC(F)(F)F)C2=NOC(C2)(C3=CC(=CC(=C3)Cl)Cl)C(F)(F)F
2163,Tinoridine hydrochloride,25913-34-2,S6472,C17H21ClN2O2S,Cl.CCOC(=O)C1=C(N)SC2=C1CCN(CC3=CC=CC=C3)C2
2164,Pinaverium bromide,53251-94-8,S6473,C26H41Br2NO4,[Br-].COC1=C(OC)C=C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)C(=C1)Br
2165,Eicosapentaenoic Acid,10417-94-4,S6476,C20H30O2,CC/C=C\C\C=C/C/C=C\C\C=C/C/C=C\CCCC(O)=O
2166,Fipexide hydrochloride,34161-23-4,S6478,C20H22Cl2N2O4,Cl.ClC1=CC=C(OCC(=O)N2CCN(CC2)CC3=CC=C4OCOC4=C3)C=C1
2167,uridine triacetate,4105-38-8,S6484,C15H18N2O9,CC(=O)OCC1OC(C(OC(C)=O)C1OC(C)=O)N2C=CC(=O)NC2=O
2168,fluticasone furoate,397864-44-7,S6487,C27H29F3O6S,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)C5=CC=CO5)C(=O)SCF
2169,Doravirine (MK-1439),1338225-97-0,S6492,C17H11C1F3N5O3,CN1C(=O)NN=C1CN2C=CC(=C(OC3=CC(=CC(=C3)C#N)Cl)C2=O)C(F)(F)F
2170,Mitapivat,1260075-17-9,S6508,C24H26N4O3S,O=C(N1CCN(CC1)CC2CC2)C3=CC=C(N[S](=O)(=O)C4=C5N=CC=CC5=CC=C4)C=C3
2171,Triethylenetetramine Dihydrochloride,38260-01-4,S6585,C6H20Cl2N4,Cl.Cl.NCCNCCNCCN
2172,Clobetasone butyrate,25122-57-0,S6587,C26H32ClFO5,CCCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC12C)C(=O)CCl
2173,Methylprednisolone hemisuccinate,2921-57-5,S6588,C26H34O8,CC1CC2C3CCC(O)(C(=O)COC(=O)CCC(O)=O)C3(C)CC(O)C2C4(C)C=CC(=O)C=C14
2174,Hydrocortisone butyrate,13609-67-1,S6590,C25H36O6,CCCC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C)C(=O)CO
2175,(±)-Equol,94105-90-5,S6601,C15H14O3,OC1=CC=C(C=C1)C2COC3=C(C2)C=CC(=C3)O
2176,Cyclothiazide,2259-96-3,S6611,C14H16ClN3O4S2,N[S](=O)(=O)C1=CC2=C(NC(N[S]2(=O)=O)C3CC4CC3C=C4)C=C1Cl
2177,Fursultiamine,804-30-8,S6614,C17H26N4O3S2,CC1=NC=C(CN(C=O)/C(C)=C(CCO)/SSCC2CCCO2)C(=N1)N
2178,AP26113-analog (ALK-IN-1),1197958-12-5,S7000,C26H34ClN6O2P,COC1=CC(=CC=C1NC2=NC=C(Cl)C(=N2)NC3=CC=CC=C3[P](C)(C)=O)N4CCC(CC4)N(C)C
2179,Binimetinib (MEK162),606143-89-9,S7007,C17H15BrF2N4O3,C[N]1C=NC2=C1C=C(C(=O)NOCCO)C(=C2F)NC3=C(F)C=C(Br)C=C3
2180,Embelin,550-24-3,S7025,C17H26O4,CCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O
2181,Duvelisib (IPI-145),1201438-56-3,S7028,C22H17ClN6O,CC(NC1=NC=NC2=C1N=C[NH]2)C3=CC4=CC=CC(=C4C(=O)N3C5=CC=CC=C5)Cl
2182,Tezacaftor (VX-661),1152311-62-0,S7059,C26H27F3N2O6,CC(C)(CO)C1=CC2=CC(=C(F)C=C2[N]1CC(O)CO)NC(=O)C3(CC3)C4=CC=C5OC(F)(F)OC5=C4
2183,Tepotinib (EMD 1214063),1100598-32-0,S7067,C29H28N6O2,CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC=CC(=C3)CN4N=C(C=CC4=O)C5=CC(=CC=C5)C#N
2184,Cilengitide trifluoroacetate,199807-35-7,S7077,C29H41F3N8O9,CC(C)C1N(C)C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(O)=O)NC(=O)CNC(=O)C(CCCNC(N)=N)NC1=O.OC(=O)C(F)(F)F
2185,Ceritinib (LDK378),1032900-25-6,S7083,C28H36ClN5O3S,CC(C)OC1=C(NC2=NC(=C(Cl)C=N2)NC3=C(C=CC=C3)[S](=O)(=O)C(C)C)C=C(C)C(=C1)C4CCNCC4
2186,Zotarolimus (ABT-578),221877-54-9,S7091,C52H79N5O12,COC1CC(CCC1[N]2C=NN=N2)CC(C)C3CC(=O)C(C)/C=C(C)/C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C(C)/C(CC4CCC(C)C(O)(O4)C(=O)C(=O)N5CCCCC5C(=O)O3)OC
2187,Tovorafenib (MLN2480),1096708-71-2,S7121,C17H12Cl2F3N7O2S,CC(NC(=O)C1=C(Cl)C(=NC=N1)N)C2=NC=C(S2)C(=O)NC3=NC=C(Cl)C(=C3)C(F)(F)F
2188,Marimastat (BB-2516),154039-60-8,S7156,C15H29N3O5,CNC(=O)C(NC(=O)C(CC(C)C)C(O)C(=O)NO)C(C)(C)C
2189,Abemaciclib mesylate (LY2835219),1231930-82-7,S7158,C27H32F2N8.CH4O3S,CCN1CCN(CC1)CC2=CC=C(NC3=NC(=C(F)C=N3)C4=CC(=C5N=C(C)[N](C(C)C)C5=C4)F)N=C2.C[S](O)(=O)=O
2190,Glasdegib (PF-04449913),1095173-27-5,S7160,C21H22N6O,CN1CCC(CC1C2=NC3=CC=CC=C3[NH]2)NC(=O)NC4=CC=C(C=C4)C#N
2191,Siponimod (BAF312),1230487-00-9,S7179,C29H35F3N2O3,CCC1=CC(=CC=C1CN2CC(C2)C(O)=O)\C(C)=N\OCC3=CC=C(C4CCCCC4)C(=C3)C(F)(F)F
2192,Olverembatinib dimesylate (HQP1351),1421783-64-3,S7194,C29H27F3N6O.2CH4O3S,CN1CCN(CC1)CC2=C(C=C(NC(=O)C3=CC(=C(C)C=C3)C#CC4=CC5=C([NH]N=C5)N=C4)C=C2)C(F)(F)F.C[S](O)(=O)=O.C[S](O)(=O)=O
2193,Selinexor (KPT-330),1393477-72-9,S7252,C17H11F6N7O,FC(F)(F)C1=CC(=CC(=C1)C2=N[N](\C=C/C(=O)NNC3=CN=CC=N3)C=N2)C(F)(F)F
2194,Edoxaban tosylate Monohydrate,1229194-11-9,S7280,C24H30ClN7O4S.C7H8O3S.H2O,O.CN(C)C(=O)C1CCC(NC(=O)C(=O)NC2=CC=C(Cl)C=N2)C(C1)NC(=O)C3=NC4=C(CN(C)CC4)S3.CC5=CC=C(C=C5)[S](O)(=O)=O
2195,Rociletinib (CO-1686),1374640-70-6,S7284,C27H28F3N7O3,COC1=C(NC2=NC=C(C(=N2)NC3=CC=CC(=C3)NC(=O)C=C)C(F)(F)F)C=CC(=C1)N4CCN(CC4)C(C)=O
